id,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6
huvbs,4,0,83,10,0,78
npp0b,11,7,4,10,3,42
x1dzl,4,29,55,10,15,29
tsi9g,10,22,97,2,24,15
uo4nb,2,4,21,2,12,97
ohhc7,10,15,84,4,24,52
c35tm,2,0,13,4,0,70
k420f,11,1,51,11,5,22
z4xz5,11,23,7,4,16,15
bjqmg,10,0,74,2,0,39
wsuj0,10,0,75,10,0,18
rk50n,4,14,46,10,3,84
h0kvy,2,0,0,11,0,83
uhiei,10,8,20,11,17,77
vzg5n,10,26,14,4,27,22
bkpw0,10,6,35,10,11,43
cyd5p,10,1,20,4,16,1
r4xct,11,27,72,4,14,67
z3206,10,9,49,10,12,31
auha6,11,0,96,2,0,84
rx52n,11,21,16,2,9,91
dg34s,11,19,62,4,29,79
qi340,2,0,41,2,0,81
qs88h,2,6,74,2,15,6
cl0fa,11,30,37,2,19,93
rs75h,2,3,58,4,4,66
xin74,2,0,10,4,7,16
w6rcx,10,0,11,11,0,7
a6nit,10,0,32,10,0,87
gi4o6,4,0,90,11,0,12
gvqqz,10,16,61,10,24,36
liq57,11,28,35,10,6,35
db04p,2,12,55,11,0,61
wir6g,11,27,18,11,1,94
ul7xj,2,5,13,11,23,8
vygzq,4,0,80,11,22,84
f50ey,11,21,36,10,15,56
axjsj,11,21,13,2,4,70
x0iov,11,24,97,10,18,87
hb8b6,10,0,11,10,0,44
rxsrn,2,23,46,2,12,77
xzos3,10,16,49,2,29,46
axxub,11,10,90,11,17,37
accjr,11,22,59,2,14,37
ait58,2,24,28,4,3,49
exf03,4,18,70,10,21,3
b26an,2,4,38,11,7,91
vvfoi,2,26,50,11,18,86
phxxc,10,0,19,10,15,56
zy5b1,11,0,91,11,22,78
uz280,10,9,27,11,26,76
zme60,11,5,71,10,22,79
gqvtb,2,10,76,10,16,75
hjkwp,11,15,60,2,27,60
wpt6g,2,26,44,10,4,54
ges48,4,0,72,2,0,52
blm3f,4,9,23,10,0,28
rnqkq,11,22,40,11,19,8
u97nq,10,0,45,2,0,52
z7iui,4,0,29,11,0,25
ywbh0,11,15,32,10,29,4
dyjh2,11,6,91,2,1,52
u9tzz,2,10,78,10,15,70
v6huf,2,7,19,2,16,56
slp7m,10,0,3,10,0,47
vasp0,10,0,80,2,0,19
va60v,11,0,73,4,0,9
l4iok,2,17,60,11,16,24
bj66h,4,15,10,11,20,48
lidf7,10,24,79,2,23,26
fga50,11,7,17,4,2,83
czfax,10,21,58,2,10,43
dugq6,2,20,59,4,22,45
s6bbk,2,18,59,4,30,49
n02su,2,6,75,10,18,66
oqpep,2,29,19,11,9,79
t9sv9,2,1,11,4,17,42
obyjr,2,26,47,11,18,35
qalts,2,0,29,4,0,85
co7hh,4,6,2,2,24,6
wumkc,2,0,33,2,0,30
lswu1,11,2,92,10,24,53
exwl3,2,16,42,11,20,52
v61d9,4,0,11,2,0,7
ttqid,11,0,73,11,0,97
b4t61,11,2,54,2,23,75
f3onq,4,30,91,10,3,43
aa06a,11,25,22,2,27,32
h6xtz,11,6,78,2,12,5
ca850,2,15,47,2,14,19
slekr,10,10,66,2,3,64
n9o0o,11,0,0,2,0,2
zc2mu,11,0,25,11,0,35
tm030,2,3,28,2,24,62
p6yt1,11,2,87,4,19,33
nyhkd,2,24,51,4,26,92
b1fd3,11,27,19,11,7,91
bb8h7,11,9,59,10,18,41
qxa29,11,30,60,4,7,86
a75ih,10,12,65,11,14,79
blu19,11,7,95,11,0,64
frq48,10,9,28,4,2,73
wptjm,11,18,21,11,16,26
l1fkd,11,0,38,11,0,70
sjz4l,10,30,46,2,28,75
k6oj7,4,14,13,11,14,42
eshhn,2,9,47,10,0,96
jd6w7,11,15,88,2,12,89
ci2yn,11,30,64,2,14,77
ume22,2,0,46,2,2,48
eu4wz,4,13,9,2,24,77
j9mxx,10,9,64,10,3,90
z6zj5,10,3,52,10,24,19
p3f0j,2,30,49,10,18,69
ljol3,10,12,23,11,0,36
oh6bk,2,17,43,2,13,3
uqs5v,2,2,15,2,14,28
gtfb2,2,10,56,4,20,58
quqs6,10,0,95,10,0,73
wqts3,11,0,11,11,0,87
oib8p,11,6,62,2,3,0
lupkg,2,11,80,10,2,23
dyuw1,2,0,92,2,0,2
gkrv3,2,11,84,11,15,11
ydkhk,11,2,51,11,17,8
o7g12,10,0,94,10,0,17
h0fcf,10,20,2,4,18,70
k4azn,2,27,3,11,7,86
p8pqq,4,21,17,2,14,57
n318o,10,8,8,11,30,56
s4awv,10,18,20,10,28,9
gbg9a,10,0,30,2,0,40
qs19i,11,0,8,10,0,51
lw16x,10,0,8,10,0,58
yi57m,10,0,34,10,0,89
erx3u,11,12,87,11,21,20
d02hl,11,1,62,2,23,49
m4vht,10,28,22,10,12,43
nhbqb,10,13,37,2,2,22
r86hx,4,6,71,10,25,58
knws0,2,0,45,10,0,28
x1a4i,11,2,46,11,23,48
mwxwz,4,10,11,10,28,50
dewno,10,10,6,10,18,85
dfvlz,10,0,77,4,0,48
zrosu,10,27,22,11,24,54
dyc2g,2,24,51,2,14,15
yi1an,4,28,11,4,29,49
hx26y,11,22,25,2,10,91
cina1,2,0,19,10,0,30
hae9f,2,17,62,4,29,8
pkoex,2,14,45,11,29,77
llkul,2,0,73,2,8,19
uh5u6,4,0,88,4,14,0
pm65a,11,0,91,2,0,12
ke2k1,11,26,8,2,21,49
qpjhi,11,0,35,4,0,41
zxbg3,2,0,43,11,0,39
klvka,11,6,30,4,17,61
dqi03,2,29,14,11,24,64
k5vc4,2,0,69,4,0,12
v4fo8,10,2,54,11,29,28
f3hwk,2,28,95,10,13,59
y572l,11,28,17,2,5,75
pov8m,10,0,94,2,0,19
pt0nl,11,3,95,10,28,35
iopdd,10,18,54,11,30,2
xz736,4,22,91,11,25,6
a42c5,10,19,75,2,14,40
hqv6d,10,0,94,10,0,23
kjcp2,11,27,5,2,11,39
mrsij,11,0,74,11,0,29
mubp9,2,13,45,2,11,13
dudpn,10,4,87,2,29,70
fzy9w,2,29,83,2,13,81
ciefw,11,29,75,10,17,14
ovm0g,2,9,8,11,27,98
jzwg6,2,3,15,11,17,74
o51xf,11,22,41,4,9,94
p8g3q,2,8,47,2,21,16
syala,10,0,23,4,0,65
o0jld,2,26,97,10,25,96
qetmb,11,0,27,2,0,13
p4ibc,4,2,51,4,10,22
qotem,10,22,8,4,7,71
qmcxm,10,0,12,10,3,74
izab3,2,20,90,11,15,22
glnpx,10,0,44,11,0,62
uzz5t,2,23,86,2,8,83
ijvkp,10,7,28,2,0,27
obovl,2,0,41,10,0,0
fdcem,10,15,98,11,14,79
l9q6e,10,0,10,11,0,37
n86da,11,24,73,11,12,51
qxixy,10,8,61,10,13,90
nc35r,2,2,6,11,1,52
j7v0j,10,0,23,2,0,24
zw81x,10,0,52,11,0,41
noem0,10,23,72,11,2,49
vseio,10,18,65,10,26,95
tbr60,11,17,25,10,30,0
o79bn,10,26,35,11,14,44
xhyby,10,0,11,10,0,29
dnghx,2,11,32,2,17,81
xr59u,10,4,61,11,20,66
wyrox,10,15,95,10,3,28
na3yi,2,8,84,11,30,76
tafzx,10,0,75,2,0,90
nxba3,11,7,12,4,8,41
gqkcd,4,14,69,4,5,4
u01ki,10,0,21,2,0,0
gko4o,10,1,86,2,8,98
i13vj,2,10,35,2,10,19
n9wy9,2,5,76,10,19,9
vvv3f,11,29,11,2,0,59
j8k8t,2,16,98,11,24,65
m5l1s,11,4,89,10,30,28
bxt90,11,19,80,2,5,21
djwnz,2,10,89,11,21,60
brhip,11,0,54,2,0,65
br3w1,2,18,78,2,10,49
wfgbc,2,0,75,10,0,81
vfxqp,10,14,35,10,15,4
v0oaa,4,23,21,10,13,71
bgn5g,11,11,14,2,4,72
c0bdo,10,14,3,11,17,31
hw306,2,4,16,4,4,44
opipj,11,7,64,2,10,74
imd16,4,20,97,2,21,21
mdc27,11,18,55,2,27,42
eaxo2,4,6,63,4,27,59
tshkv,10,22,68,11,25,89
ijdtx,2,13,9,11,4,7
b2vo3,10,0,63,11,0,91
tqx68,2,29,3,11,30,74
xpr5t,2,8,22,2,8,72
a1c3d,11,22,50,4,19,85
lng7e,11,24,70,4,17,71
vteaj,11,24,14,2,2,88
sckfz,11,0,56,10,0,12
wgra7,11,25,73,2,20,0
kpmlc,4,14,57,2,0,73
jj4n4,10,29,28,11,1,75
sgnwc,10,7,70,11,1,76
dm5r7,2,29,3,10,7,21
gf95o,11,0,61,11,0,8
puefn,11,5,37,11,20,98
rlv6b,11,30,92,11,30,84
d4jx7,2,24,64,4,13,66
n0bvf,4,25,78,4,0,97
jjuu8,4,0,90,10,0,3
nk7pj,2,0,82,10,0,71
yww68,2,15,53,4,0,41
bxwkh,2,11,52,4,4,43
zvyns,2,0,27,10,0,57
lurbr,10,0,59,11,0,47
uheq2,2,10,19,4,3,16
l2mug,10,21,37,4,30,42
ikpox,10,1,44,11,0,1
u0tb3,2,19,57,4,18,27
rq4jw,11,9,64,2,13,98
dit4u,11,21,58,11,4,88
s9oeq,2,22,15,11,27,90
t3sw2,2,19,20,10,20,78
kj08h,11,0,87,2,23,18
yg988,4,10,76,11,18,76
q4ku9,10,24,40,10,19,20
izsvi,10,0,4,10,6,46
amz8b,4,8,56,2,4,74
royq4,10,0,45,11,0,5
fxm1m,10,13,5,2,7,69
toj9o,11,30,4,10,22,33
n8ue1,11,18,17,4,15,33
mh58t,11,0,81,11,0,67
eor1n,11,5,8,2,29,71
sbv0f,11,22,7,4,25,7
emqws,4,28,28,2,19,19
k1wzc,10,26,56,11,30,9
v7pp1,10,9,24,11,2,30
xo23t,11,2,30,4,6,37
zu501,4,8,53,2,13,60
yz212,11,18,12,2,7,94
oo0s4,10,17,88,4,18,66
frd3s,10,18,85,10,15,3
vb3bd,11,0,90,11,0,2
uzfjo,4,10,77,10,29,83
z9u80,11,25,10,11,23,73
qkumh,11,15,0,4,0,40
dt42j,10,5,27,2,13,56
nj4wr,10,19,19,4,13,67
l3b1r,2,26,96,2,25,11
vrxi5,4,15,88,2,2,50
kdur9,2,19,16,11,4,38
ixnpi,11,25,26,11,8,23
cbpax,10,0,38,10,0,86
v6d8d,10,9,7,2,20,91
trwxn,10,11,63,4,11,48
bb2qj,11,7,2,11,0,42
lqpvs,10,5,32,4,10,98
mv77a,4,10,81,2,8,97
mxhcd,11,12,98,2,0,90
xw92e,2,27,51,2,18,5
dh3vs,11,0,66,2,0,8
hg24k,2,3,84,2,6,59
e9rb9,10,20,78,2,12,26
ggdqw,10,28,45,2,16,74
xw8qe,11,25,0,10,27,98
yq4aj,10,15,44,4,6,10
byhrf,11,27,83,11,27,52
qe02b,4,0,71,2,0,73
gtpnz,10,0,64,11,0,64
fwf8i,11,18,58,4,9,29
htfva,10,3,74,10,19,48
fjqdr,10,13,67,2,14,92
mu8n0,11,0,76,10,0,27
zj881,11,21,20,10,14,81
ph9oi,10,7,20,10,30,31
sogmo,11,21,2,11,9,40
m9r03,10,19,0,2,0,2
a8tv8,11,20,19,10,2,83
cykvu,4,12,69,10,11,63
gvxpf,10,23,88,10,24,67
gn29x,4,0,0,2,0,76
v2g2o,4,26,95,2,18,85
vzx10,2,26,72,10,30,93
wxp30,10,9,7,10,0,21
qejjk,4,26,89,10,18,19
ozajr,11,18,48,11,30,26
qggpv,4,12,81,11,28,37
km8p9,4,21,34,2,8,85
rune0,2,20,33,10,20,89
ut88s,11,26,65,10,29,39
timcf,11,20,52,2,0,29
pog44,2,8,3,2,1,96
bgj3j,11,0,21,4,6,18
sj0o4,2,4,94,4,13,16
jthfy,2,27,61,4,29,24
tqqyj,10,0,65,10,0,91
o9s41,11,25,43,2,30,22
wvd0c,11,0,81,2,0,38
i06t8,2,8,72,10,1,45
ywttf,10,13,85,4,21,44
vcc6f,11,12,10,2,28,82
iwkny,10,19,35,10,25,27
m5dse,11,3,18,2,22,45
nhzbj,11,17,54,10,7,39
tuhnu,11,8,26,11,12,46
r6csw,11,29,2,2,10,47
wra1i,10,26,70,11,29,55
jdqgw,10,0,78,2,0,24
nth75,10,26,51,2,13,73
ll7lr,2,1,3,2,20,72
xujvd,2,30,56,2,17,23
hv7le,10,23,40,11,20,76
puk0l,11,18,68,2,10,94
dcj3a,2,0,18,2,0,57
w5hj0,2,14,83,11,4,45
j7h61,2,0,5,4,0,22
iaojc,4,1,18,11,22,43
p735w,2,4,45,10,4,14
m0wbf,10,25,2,10,29,83
w5wl2,11,0,13,10,0,96
nt9ry,11,3,4,2,28,66
n9p73,4,27,78,10,6,48
cbbdp,10,0,13,10,0,55
a300m,10,3,59,10,16,94
kbced,11,22,39,11,29,78
z8gl3,11,24,68,10,30,12
xhzq1,11,21,67,4,8,54
qk60k,10,0,30,10,0,84
qx09n,4,13,9,10,18,67
k92pz,11,17,92,2,5,85
eu9c1,2,0,72,2,0,27
a3asz,10,21,31,10,29,3
i4dkt,10,23,74,11,30,16
ixf3r,11,0,42,11,0,13
eo2sk,11,25,75,2,4,90
gpf4l,10,3,9,11,24,98
amgng,10,29,26,11,14,81
pbznz,11,6,88,2,11,79
yithj,4,8,83,2,25,77
r8ta8,2,26,49,2,7,58
l3nip,2,0,78,10,0,4
k1rgg,2,0,25,2,0,98
h9iuy,10,11,50,2,2,4
dfflv,10,28,49,11,25,45
p4nkl,11,0,24,10,0,16
o1twi,11,0,98,4,0,73
axl5s,10,0,49,4,0,29
kfxa4,10,3,17,11,11,4
ho37r,11,29,74,10,27,3
eeclg,10,0,88,2,0,22
szazg,2,17,6,4,6,84
neb3z,10,0,45,4,0,30
q6tvb,10,18,2,2,5,18
saws3,10,0,31,2,0,63
ztbxe,2,3,45,11,23,65
u5qpb,11,29,7,4,11,74
qkadu,10,14,80,10,19,66
wru33,2,0,51,2,0,10
m5cc6,2,3,77,4,28,4
z5abk,11,0,38,2,0,68
ttbqi,2,22,0,11,25,20
q73se,2,4,51,11,17,67
xjh4w,4,19,7,4,30,79
nma3v,10,0,5,2,0,46
si61c,2,20,40,2,4,42
haajo,2,29,9,2,13,64
z7497,2,24,30,10,13,90
qa27x,10,24,50,10,29,43
u8p22,2,17,62,10,10,15
li1rg,11,21,21,2,18,8
wdz32,2,13,55,2,30,27
b86g0,4,0,39,10,28,54
ch0p6,11,1,26,11,26,48
negwt,10,12,48,11,14,53
t46jw,10,28,31,10,8,14
v17mb,11,5,47,2,13,43
lmhbh,10,24,27,11,14,58
qgc1w,11,0,21,10,0,18
ofo4i,2,3,53,2,19,89
yi0oy,2,13,15,11,26,89
rgbtp,4,1,11,11,15,58
k4zmd,10,0,18,10,0,53
zt2kw,11,8,21,2,0,92
cbz4j,2,0,24,4,22,1
zy0ig,10,14,45,4,15,52
en4nh,10,22,47,4,8,24
hkjty,2,8,55,10,7,42
vjmrl,11,23,37,10,20,21
tqcn3,11,0,55,11,0,61
zpqvo,11,4,97,10,10,24
tpi1t,10,16,86,2,6,82
qauma,2,16,35,4,20,73
jsdgw,2,12,48,4,18,63
ask59,2,7,63,11,19,42
ddiaf,11,14,94,10,22,5
hnb7y,2,27,92,11,28,77
bckzj,11,0,52,11,0,67
nrd5b,11,11,35,10,15,41
udino,10,18,36,11,12,22
zyxad,11,0,5,2,0,68
mln19,11,25,88,4,6,23
wjyj9,10,21,5,2,23,69
zwcdo,11,5,15,10,9,71
wpic7,11,17,16,10,10,92
my6ku,2,27,30,2,5,27
iwlxt,11,4,36,2,8,0
z457u,2,0,32,11,0,69
gc1oy,2,27,70,10,15,65
kydg1,10,0,13,4,0,52
buh45,11,13,69,2,25,24
uilgu,2,27,80,10,9,44
q1kaa,2,16,33,2,2,39
cj2nz,2,23,83,11,16,49
f67lu,4,24,17,4,10,55
o0gzg,10,0,60,4,0,53
ouonl,11,21,21,2,19,45
uroji,4,24,55,11,14,46
gr9xd,10,0,69,11,0,20
yc0tu,2,0,17,10,0,98
lnuvw,11,9,37,11,26,45
v764y,2,12,51,11,22,59
gyj5j,11,1,59,4,18,74
ae3or,10,0,42,10,5,32
bwzcn,10,23,23,11,16,60
j20wp,10,3,56,4,16,59
ymrg7,10,3,54,2,16,10
bgr1i,10,0,11,2,0,14
j9tfa,10,16,22,2,21,85
clkbv,10,17,24,10,20,13
ysc3q,11,22,57,11,6,54
rvv4i,10,13,87,4,26,71
tbhyy,2,0,51,10,0,33
sl9yl,2,7,32,11,25,55
r9hb9,2,0,87,4,0,21
up447,11,22,96,11,6,87
a1bt7,2,11,5,11,26,11
w142k,4,8,17,10,1,81
t1wug,10,15,91,2,23,56
tdpiv,11,30,17,10,25,41
kldb8,10,0,88,2,0,84
ud7u5,11,12,48,11,5,58
j6ety,11,23,75,4,18,15
bw6ge,10,5,59,10,16,8
x4x7h,2,0,2,10,17,41
gcy1x,2,3,47,11,16,6
cb5jr,2,4,26,11,19,56
qa13g,10,26,75,4,15,84
gcxt5,10,5,56,11,3,80
wk045,2,20,55,11,18,42
ldwmt,4,14,31,4,13,59
ay6ql,11,3,89,10,25,80
yg0my,11,13,58,2,7,77
nj3yr,11,0,52,11,0,17
g9rtb,10,0,77,11,0,33
rx7un,11,9,71,11,26,47
nxthh,11,0,38,10,0,22
a6w5m,10,3,69,10,22,56
t8v50,11,13,10,2,0,19
k7v1b,10,16,73,2,6,26
st33u,11,0,26,11,0,72
x8i2l,11,24,21,4,7,46
pj337,11,2,93,11,29,66
rp315,11,4,87,10,11,25
glrzp,10,16,15,2,4,20
g93ao,2,16,46,10,11,71
ktztw,11,6,48,10,23,83
wvfml,11,0,94,10,0,87
nnh8e,4,4,97,11,18,14
jlpwh,2,13,38,11,26,42
uzcch,11,13,36,11,14,2
whw33,2,20,69,4,27,20
xgqgv,2,22,91,10,30,93
hjx1x,4,4,15,11,24,91
sa9qv,2,2,93,11,19,62
pyt85,10,2,72,10,9,49
lxwmq,10,30,29,11,20,59
ka0ei,11,12,78,10,13,34
cuyb1,11,21,76,2,1,11
hew2g,11,0,47,10,0,87
oost3,11,19,35,11,17,48
x8ov7,10,30,31,10,3,85
wvblx,10,3,84,2,0,13
e9ihx,2,10,42,4,3,78
re86u,4,18,96,10,0,49
cmpt4,4,4,26,4,22,14
rzqwu,2,18,91,2,27,14
ielht,2,15,98,2,10,53
l8zxs,10,0,59,10,0,3
smh6a,2,6,76,2,0,20
l6h24,10,28,59,2,26,32
u78su,2,25,63,10,30,43
nb3ub,2,11,35,10,7,21
zm4nk,10,0,84,11,0,47
qjgtj,11,6,19,11,21,41
hvrxv,11,1,98,2,25,75
ucakm,11,17,93,2,17,88
kqz81,4,26,23,11,18,48
nnimi,10,26,76,2,27,88
duyjv,2,20,33,2,15,85
dnrit,10,0,46,2,0,17
odrqo,11,21,67,11,5,57
e62u5,2,0,57,4,0,47
zxxrj,10,0,72,11,0,82
wk9yd,10,9,14,4,4,34
si8hu,4,1,33,2,16,91
tmz5p,4,0,44,2,0,51
pamai,4,6,42,11,27,48
bnebl,10,14,27,10,17,68
kajet,11,17,22,10,15,89
m24wd,2,29,21,11,23,46
xc00j,4,15,69,11,16,14
f9xpw,4,0,10,2,1,47
ma0ha,10,18,72,2,6,69
iwaag,2,0,92,10,0,76
d89pm,4,26,65,10,20,42
cpwul,10,7,75,10,4,1
jjrkp,10,0,79,2,0,64
cbg8m,2,1,14,2,14,63
bpg5k,11,0,15,11,0,96
jkp32,2,7,46,10,19,14
fghjh,11,0,88,11,0,76
osic2,4,0,24,2,0,5
amif3,2,27,56,10,30,12
hvl3k,2,20,55,10,7,94
linbq,11,2,38,2,30,22
z1puo,10,10,76,2,11,22
q39ty,10,19,5,10,14,93
wv566,11,6,4,2,21,85
icps1,2,0,77,2,0,81
luqtv,10,12,81,10,20,61
kv0ou,10,17,74,2,8,84
xesna,10,15,89,10,0,2
yh8tb,11,26,47,2,16,62
z5ewb,2,0,83,2,0,29
t4w4k,2,2,64,4,18,86
n66rv,11,7,70,10,0,84
on2xf,4,20,42,4,19,66
zoopw,11,4,7,2,18,57
hkgqn,10,0,19,10,24,43
j61iy,10,26,94,11,20,85
xv60u,10,8,88,4,4,64
kjhn5,11,24,61,2,2,2
g689r,4,26,28,10,25,76
ovdfj,10,0,28,2,0,79
ig14a,4,25,83,11,12,21
xykrn,10,25,10,11,17,39
xf2lp,2,16,72,2,29,18
hvsgy,10,23,83,10,6,57
nf2xm,10,5,39,11,5,50
zmgpg,2,29,71,2,28,65
tsf5e,11,3,94,2,11,24
fzpmg,10,7,90,11,1,31
pw2xa,11,28,77,10,8,12
q38za,4,13,7,2,17,94
qslx1,10,3,16,2,17,28
a558d,11,7,65,11,30,55
he2z1,11,17,50,11,0,76
wiqxw,2,11,78,11,3,29
g4n4l,11,0,0,4,0,51
h1bha,10,22,93,2,11,79
ihs5a,10,12,14,11,17,82
evegd,2,18,50,2,19,49
evwjy,10,29,43,11,0,44
jo1s9,2,19,33,11,5,48
wy96h,10,26,89,10,28,47
ammvu,11,1,40,11,7,86
hqbqg,2,22,35,2,2,37
b84go,10,21,88,10,9,88
owrg0,2,15,83,11,28,18
g63m5,10,7,49,10,15,23
u563k,2,4,98,2,9,30
psx3e,4,23,38,11,27,66
uc8zj,4,30,59,10,24,69
q9ow7,10,0,26,11,0,17
l4wtk,10,29,97,10,26,84
wgdar,10,0,59,10,0,68
mmvsy,2,8,50,11,10,46
ygfez,2,11,17,2,23,19
z6nf7,4,14,18,10,21,86
pix57,2,14,78,11,12,36
ribp6,2,9,87,10,29,51
gr54s,11,10,63,11,11,93
v59y0,2,1,20,2,14,89
rq9m1,11,20,88,4,12,75
x765h,11,2,62,10,16,35
g9his,2,21,77,2,0,2
uf07j,4,1,16,10,20,63
mlpdg,11,21,50,11,5,59
e87s0,2,0,16,11,0,10
ebb5a,11,24,68,11,11,92
oz92o,2,20,93,10,2,61
itvp8,2,1,61,11,14,22
cb84d,2,28,69,2,7,20
luw99,4,0,28,10,0,52
qqg3x,2,11,52,2,15,11
is1cc,10,23,94,4,10,87
yrnfh,2,26,27,10,18,82
urczd,2,13,31,11,28,11
nymfu,2,9,65,2,27,73
yw8p7,11,0,36,10,0,84
lr5k1,4,19,35,2,20,50
dhbeo,11,1,11,11,2,1
ae2d8,11,4,16,2,23,52
ymq0z,2,7,77,4,2,36
y49kw,4,0,82,2,0,96
ty2k8,10,14,15,10,9,89
ciz5e,2,0,71,2,0,71
ht9f2,11,0,45,11,0,19
b4jz9,11,19,9,2,11,86
bncj7,4,0,57,11,0,6
g74uj,10,9,24,10,0,9
ow43c,10,19,4,2,9,86
bz8ev,10,2,51,10,15,65
zws19,2,6,6,10,26,1
lxass,2,20,94,10,17,5
gj0ue,10,30,83,10,1,7
n1a5w,11,5,47,2,9,76
u9mir,10,19,2,10,27,11
i3wqn,2,23,48,10,30,25
b2hbi,10,23,1,4,13,57
bhglz,11,8,45,4,21,50
wieo8,11,16,63,2,27,33
c7aak,2,2,52,11,24,13
qf2fd,2,24,62,10,13,28
jivfk,10,0,3,10,0,27
us85h,2,0,33,11,16,54
bkckw,10,26,91,2,30,87
xsna6,11,26,94,10,17,35
so602,11,15,34,2,5,30
lpeix,10,23,25,2,22,67
fvd5a,2,15,1,4,17,21
zqhgr,11,14,76,10,5,13
hlq81,4,29,16,4,23,65
mlsnj,10,0,56,11,0,23
kqfiu,10,2,88,11,11,41
f0y9h,11,24,34,10,21,94
kewu4,11,22,67,10,19,94
deio3,10,19,64,11,18,39
ah8d7,10,11,54,11,12,95
hyf9b,11,5,83,11,0,16
co0mn,10,27,6,4,24,57
kkguq,11,10,52,2,10,52
w3tsf,11,0,37,10,0,47
ejb92,11,0,52,2,0,84
ajqui,10,11,27,11,21,31
ce8m1,11,13,70,2,16,8
nwowj,10,15,66,2,23,83
hj010,11,0,26,10,14,48
mz5ka,2,0,79,11,0,35
ajwvk,4,12,3,10,23,22
i29ea,4,0,48,10,19,92
kzryz,10,4,81,4,26,68
lb1gw,11,26,45,10,17,68
o9qm6,11,11,60,2,22,30
upuhs,10,16,10,2,10,10
mc4vp,10,0,73,11,0,93
v0vpl,11,14,34,10,18,52
nchoq,2,0,53,2,0,79
g9mrb,11,28,57,11,5,22
fdrmx,11,29,33,2,13,90
i4bfu,2,25,95,2,23,16
pdlzb,2,0,11,10,0,71
gwd1z,2,0,96,2,0,55
xbtq8,10,20,75,11,6,55
mbyt8,10,0,12,11,1,49
w0kdu,2,3,55,10,29,95
r4uus,11,22,25,2,18,98
in6gs,10,18,54,10,24,85
f5jpz,11,19,41,11,7,44
tej0d,11,13,83,2,16,48
inv4e,11,23,69,2,27,88
gtzop,2,27,0,10,29,6
yq5wo,11,26,33,10,21,13
mao3p,11,0,38,4,0,8
boz8f,11,0,58,2,0,19
m7mvj,4,0,75,2,0,51
lan56,2,23,78,11,25,40
wnw1s,2,22,21,11,14,39
s3e7u,10,11,25,4,30,25
ef27m,11,5,2,11,22,2
dq6tm,11,28,15,4,28,18
pxfm3,10,6,0,10,5,80
bduys,2,0,60,11,0,45
io733,2,0,40,11,0,11
dd9sy,2,0,59,2,0,41
anuzt,10,7,96,10,6,41
xum9g,2,24,43,2,0,5
cn3ra,11,26,40,10,6,61
ad59j,4,20,53,2,7,24
yhi6a,11,22,8,11,7,2
edm9d,11,30,39,10,1,87
vlgly,11,0,71,10,0,14
ahofa,2,21,39,10,22,10
drl0a,10,9,60,2,5,53
cb6p4,2,23,54,10,22,56
sdmzi,10,0,94,11,0,3
qhdmz,11,22,39,11,8,42
mkewy,2,0,68,2,29,94
goj00,11,28,6,2,6,28
cvose,2,0,65,2,0,52
oajsy,2,3,79,2,13,75
fiylv,2,1,37,10,15,1
pdlgw,10,30,20,11,15,42
rzbov,11,26,70,10,17,51
w021e,2,15,89,2,21,37
mw3u6,10,21,77,11,28,40
a388b,2,28,80,2,11,28
ho6cc,2,0,81,11,12,41
wknwt,11,16,50,4,18,98
n0hrm,2,19,22,11,22,58
q663g,11,18,10,11,12,44
ldtz3,4,19,3,10,18,25
e2im7,11,0,15,4,28,79
xz9hj,11,10,82,4,17,31
uxr9a,4,27,40,10,25,13
zw8te,11,29,86,2,28,93
wcp1y,4,30,91,2,1,52
hdx6x,10,15,47,10,15,84
gjau0,2,10,55,10,1,30
g50qt,2,0,82,2,0,71
xh0xa,11,0,97,10,0,40
olf9c,10,12,4,2,26,53
lsl7h,2,30,35,10,13,69
z8gbp,2,29,91,2,13,3
prwst,11,11,36,10,19,4
xl4to,2,25,71,10,27,58
zcopa,4,19,60,11,20,8
c31iv,10,2,98,2,20,64
jeeyg,11,18,37,10,24,31
t7gxo,2,20,78,2,6,70
vcbf2,11,26,57,2,21,38
d9lj7,2,0,76,11,17,34
iojtn,11,0,42,10,0,71
ok70g,2,8,33,2,17,9
uv4rf,4,0,27,2,0,38
crrh5,2,21,68,4,2,97
pbfdb,10,0,22,11,0,5
hki3j,2,8,48,11,29,87
fiod0,10,18,52,10,8,0
n3bwu,10,22,61,11,13,79
k9063,2,2,11,10,12,53
qv8w3,2,0,65,10,0,40
iqdxg,4,15,2,11,8,18
vsz5h,2,4,59,10,2,11
c6i24,2,0,96,2,0,82
wxqvo,11,2,83,11,20,90
adqaj,10,24,8,4,14,67
t9dc9,10,25,29,4,22,14
j0kes,10,29,75,2,13,39
j7c9f,2,0,64,2,0,59
a9djb,2,6,72,2,2,4
spxea,2,0,72,10,0,96
eeqsx,11,0,72,11,0,94
r8nvf,2,27,55,10,2,3
smigf,10,7,84,10,20,31
vbkbm,2,6,0,2,10,74
sco3i,10,0,48,10,0,63
hcipx,11,30,21,2,18,33
twa7p,2,0,33,10,0,93
vl7g1,11,21,32,10,16,67
i9lpt,11,11,6,10,30,55
d39uz,10,24,48,11,14,58
x4v2u,2,15,92,10,26,56
dt6nh,2,0,97,2,0,20
p0uum,4,27,35,2,16,66
gzqxb,11,26,83,2,19,56
